location_id,state,remoteness_area,sa4_name,lga_name,road_type
L1712,SA,Remote Australia,South Australia - South East,Kangaroo Island,Access road
L1713,QLD,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs,Sub-arterial Road
L1714,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Singleton,National or State Highway
L1715,NSW,Major Cities of Australia,Sydney - City and Inner South,Bayside (NSW),National or State Highway
L1716,VIC,Outer Regional Australia,Warrnambool and South West,Moyne,Arterial Road
L1717,NSW,Outer Regional Australia,Riverina,Temora,Local Road
L1718,SA,Remote Australia,South Australia - Outback,Kimba,National or State Highway
L1719,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac,Local Road
L1720,VIC,Inner Regional Australia,Shepparton,Moira,Local Road
L1721,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Local Road
L1722,WA,Major Cities of Australia,Perth - South East,Victoria Park,Arterial Road
L1723,VIC,Inner Regional Australia,Ballarat,Central Goldfields,National or State Highway
L1724,QLD,Major Cities of Australia,Brisbane - East,Brisbane,National or State Highway
L1725,VIC,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,Arterial Road
L1726,NSW,Major Cities of Australia,Sydney - Outer South West,Wollondilly,National or State Highway
L1727,VIC,Inner Regional Australia,Ballarat,Central Goldfields,Local Road
L1728,VIC,Inner Regional Australia,Ballarat,Hepburn,Access road
L1729,WA,Outer Regional Australia,Western Australia - Wheat Belt,Katanning,Arterial Road
L1730,NT,Very Remote Australia,Northern Territory - Outback,Roper Gulf,Local Road
L1731,WA,Remote Australia,Western Australia - Wheat Belt,Jerramungup,Arterial Road
L1732,VIC,Major Cities of Australia,Melbourne - South East,Kingston (Vic.),Collector Road
L1733,NSW,Outer Regional Australia,Central West,Warrumbungle,Sub-arterial Road
L1734,SA,Remote Australia,South Australia - South East,Southern Mallee,Arterial Road
L1735,WA,Remote Australia,Western Australia - Outback (South),Carnamah,Arterial Road
L1736,TAS,Outer Regional Australia,South East,Derwent Valley,Local Road
L1737,VIC,Inner Regional Australia,Ballarat,Hepburn,Sub-arterial Road
L1738,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys,Arterial Road
L1739,TAS,Outer Regional Australia,South East,Kingborough,Local Road
L1740,NSW,Inner Regional Australia,Mid North Coast,Nambucca Valley,Arterial Road
L1741,WA,Very Remote Australia,Western Australia - Outback (North),Ashburton,Arterial Road
L1742,NSW,Inner Regional Australia,Central West,Bathurst,Arterial Road
L1743,WA,Remote Australia,Western Australia - Outback (North),Karratha,Arterial Road
L1744,SA,Very Remote Australia,South Australia - Outback,Ceduna,National or State Highway
L1745,WA,Outer Regional Australia,Western Australia - Wheat Belt,West Arthur,Arterial Road
L1746,NT,Remote Australia,Northern Territory - Outback,Alice Springs,Collector Road
L1747,SA,Major Cities of Australia,Adelaide - North,Playford,Arterial Road
L1748,NSW,Inner Regional Australia,Mid North Coast,Nambucca Valley,Local Road
L1749,WA,Very Remote Australia,Western Australia - Outback (North),Wyndham-East Kimberley,Local Road
L1750,WA,Major Cities of Australia,Perth - Inner,Cambridge,Arterial Road
L1751,NSW,Inner Regional Australia,Riverina,Cootamundra-Gundagai,National or State Highway
L1752,SA,Inner Regional Australia,Adelaide - South,Onkaparinga,Sub-arterial Road
L1753,VIC,Major Cities of Australia,Melbourne - West,Moorabool,Local Road
L1754,SA,Outer Regional Australia,South Australia - South East,Mount Gambier,Collector Road
L1755,SA,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Access road
L1756,WA,Major Cities of Australia,Perth - South East,Gosnells,Local Road
L1757,VIC,Inner Regional Australia,Hume,Towong,Arterial Road
L1758,QLD,Outer Regional Australia,Wide Bay,Bundaberg,Local Road
L1759,VIC,Inner Regional Australia,Geelong,Greater Geelong,Arterial Road
L1760,VIC,Outer Regional Australia,North West,Horsham,Sub-arterial Road
L1761,WA,Inner Regional Australia,Perth - North East,Swan,National or State Highway
L1762,QLD,Remote Australia,Central Queensland,Livingstone,Sub-arterial Road
L1763,NSW,Major Cities of Australia,Sydney - South West,Camden,Sub-arterial Road
L1764,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Access road
L1765,WA,Very Remote Australia,Western Australia - Outback (North),Ashburton,National or State Highway
L1766,NSW,Major Cities of Australia,Sydney - Eastern Suburbs,Randwick,Access road
L1767,WA,Major Cities of Australia,Perth - South East,South Perth,National or State Highway
L1768,NT,Very Remote Australia,Northern Territory - Outback,Victoria Daly,Access road
L1769,WA,Outer Regional Australia,Western Australia - Wheat Belt,Denmark,National or State Highway
L1770,WA,Outer Regional Australia,Western Australia - Wheat Belt,Brookton,National or State Highway
L1771,QLD,Very Remote Australia,Queensland - Outback,Burke,Sub-arterial Road
L1772,NSW,Inner Regional Australia,Capital Region,Queanbeyan-Palerang,Sub-arterial Road
L1773,ACT,Inner Regional Australia,Australian Capital Territory,Unincorporated ACT,National or State Highway
L1774,QLD,Outer Regional Australia,Townsville,Hinchinbrook,National or State Highway
L1775,NSW,Major Cities of Australia,Sydney - Inner West,Canada Bay,Local Road
L1776,NSW,Major Cities of Australia,Sydney - Inner West,Strathfield,Collector Road
L1777,NSW,Very Remote Australia,Far West and Orana,Central Darling,National or State Highway
L1778,VIC,Major Cities of Australia,Melbourne - Inner,Melbourne,Pedestrian Thoroughfare
L1779,SA,Very Remote Australia,South Australia - Outback,Streaky Bay,National or State Highway
L1780,WA,Very Remote Australia,Western Australia - Outback (North),Port Hedland,Local Road
L1781,VIC,Major Cities of Australia,Melbourne - Inner,Darebin,Arterial Road
L1782,QLD,Very Remote Australia,Queensland - Outback,Longreach,Sub-arterial Road
L1783,VIC,Inner Regional Australia,Bendigo,Mount Alexander,Local Road
L1784,VIC,Major Cities of Australia,Melbourne - Outer East,Whitehorse,Local Road
L1785,NSW,Outer Regional Australia,Central West,Mid-Western,Local Road
L1786,QLD,Very Remote Australia,Queensland - Outback,Northern Peninsula Area,Collector Road
L1787,WA,Major Cities of Australia,Perth - Inner,Nedlands,Local Road
L1788,NSW,Very Remote Australia,Far West and Orana,Brewarrina,Access road
L1789,WA,Major Cities of Australia,Perth - North West,Stirling,Arterial Road
L1790,SA,Inner Regional Australia,South Australia - South East,Mid Murray,National or State Highway
L1791,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Access road
L1792,NT,Remote Australia,Northern Territory - Outback,Coomalie ,Local Road
L1793,WA,Outer Regional Australia,Western Australia - Wheat Belt,Gingin,Arterial Road
L1794,WA,Major Cities of Australia,Perth - Inner,Stirling,Arterial Road
L1795,NSW,Inner Regional Australia,Central Coast,Central Coast (NSW),Sub-arterial Road
L1796,SA,Remote Australia,South Australia - Outback,Franklin Harbour,Arterial Road
L1797,NSW,Inner Regional Australia,Sydney - Northern Beaches,Northern Beaches,Collector Road
L1798,SA,Inner Regional Australia,South Australia - South East,Coorong,Local Road
L1799,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Lane Cove,Arterial Road
L1800,NT,Very Remote Australia,Northern Territory - Outback,Central Desert,Arterial Road
L1801,WA,Inner Regional Australia,Bunbury,Waroona,National or State Highway
L1802,NT,Outer Regional Australia,Darwin,Palmerston,Local Road
L1803,NSW,Major Cities of Australia,Sydney - Eastern Suburbs,Waverley,Arterial Road
L1804,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,Local Road
L1805,WA,Outer Regional Australia,Western Australia - Wheat Belt,Cunderdin,National or State Highway
L1806,SA,Major Cities of Australia,Adelaide - South,Marion,Local Road
L1807,NSW,Outer Regional Australia,Riverina,Cootamundra-Gundagai,Arterial Road
L1808,NSW,Inner Regional Australia,Murray,Berrigan,Arterial Road
L1809,WA,Major Cities of Australia,Perth - Inner,Perth,Local Road
L1810,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Barunga West,Arterial Road
L1811,WA,Remote Australia,Western Australia - Outback (South),Greater Geraldton,National or State Highway
L1812,VIC,Outer Regional Australia,North West,Horsham,Collector Road
L1813,WA,Remote Australia,Western Australia - Wheat Belt,Lake Grace,Arterial Road
L1814,WA,Major Cities of Australia,Perth - North East,Bayswater,Arterial Road
L1815,NSW,Inner Regional Australia,Richmond - Tweed,Kyogle,National or State Highway
L1816,VIC,Inner Regional Australia,Hume,Alpine,Arterial Road
L1817,VIC,Inner Regional Australia,Hume,Murrindindi,Local Road
L1818,NSW,Inner Regional Australia,Richmond - Tweed,Byron,Local Road
L1819,VIC,Outer Regional Australia,Bendigo,Loddon,National or State Highway
L1820,WA,Outer Regional Australia,Western Australia - Wheat Belt,Broomehill-Tambellup,Local Road
L1821,QLD,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,Collector Road
L1822,TAS,Outer Regional Australia,West and North West,Latrobe (Tas.),Arterial Road
L1823,WA,Inner Regional Australia,Perth - North East,Mundaring,National or State Highway
L1824,WA,Major Cities of Australia,Perth - North East,Mundaring,National or State Highway
L1825,NSW,Outer Regional Australia,Central West,Blayney,National or State Highway
L1826,SA,Remote Australia,South Australia - Outback,Tumby Bay,Sub-arterial Road
L1827,WA,Remote Australia,Western Australia - Wheat Belt,Jerramungup,National or State Highway
L1828,SA,Outer Regional Australia,South Australia - South East,Tatiara,Sub-arterial Road
L1829,WA,Very Remote Australia,Western Australia - Outback (North),Halls Creek,Arterial Road
L1830,QLD,Inner Regional Australia,Gold Coast,Scenic Rim,Collector Road
L1831,SA,Outer Regional Australia,South Australia - South East,Mount Gambier,Local Road
L1832,NSW,Major Cities of Australia,Illawarra,Kiama,Local Road
L1833,WA,Major Cities of Australia,Perth - South East,Victoria Park,Local Road
L1834,QLD,Remote Australia,Darling Downs - Maranoa,Western Downs,Sub-arterial Road
L1835,NSW,Inner Regional Australia,Central West,Oberon,Arterial Road
L1836,NSW,Major Cities of Australia,Sydney - Ryde,Ryde,Collector Road
L1837,WA,Major Cities of Australia,Perth - South East,Kalamunda,National or State Highway
L1838,VIC,Major Cities of Australia,Melbourne - North East,Mitchell,Collector Road
L1839,VIC,Major Cities of Australia,Melbourne - Inner,Yarra,Collector Road
L1840,TAS,Outer Regional Australia,Launceston and North East,West Tamar,Arterial Road
L1841,WA,Major Cities of Australia,Perth - Inner,Vincent,Local Road
L1842,WA,Outer Regional Australia,Western Australia - Wheat Belt,Cranbrook,National or State Highway
L1843,TAS,Outer Regional Australia,South East,Huon Valley,Local Road
L1844,NSW,Major Cities of Australia,Sydney - Inner West,Canada Bay,Arterial Road
L1845,NSW,Inner Regional Australia,Central West,Cabonne,National or State Highway
L1846,WA,Remote Australia,Western Australia - Wheat Belt,Yilgarn,Arterial Road
L1847,QLD,Outer Regional Australia,Central Queensland,Livingstone,Local Road
L1848,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,National or State Highway
L1849,TAS,Remote Australia,Launceston and North East,Break O'Day,National or State Highway
L1850,QLD,Inner Regional Australia,Ipswich,Ipswich,Local Road
L1851,NT,Remote Australia,Northern Territory - Outback,Victoria Daly,National or State Highway
L1852,VIC,Outer Regional Australia,North West,Northern Grampians,National or State Highway
L1853,QLD,Remote Australia,Cairns,Cassowary Coast,Local Road
L1854,NSW,Very Remote Australia,Far West and Orana,Brewarrina,Sub-arterial Road
L1855,NSW,Outer Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Local Road
L1856,WA,Major Cities of Australia,Mandurah,Mandurah,Arterial Road
L1857,NSW,Remote Australia,Central West,Lachlan,Sub-arterial Road
L1858,VIC,Major Cities of Australia,Melbourne - Outer East,Maroondah,Collector Road
L1859,NSW,Outer Regional Australia,Murray,Murrumbidgee,Arterial Road
L1860,WA,Outer Regional Australia,Western Australia - Wheat Belt,Albany,Arterial Road
L1861,VIC,Outer Regional Australia,Shepparton,Moira,Local Road
L1862,NSW,Inner Regional Australia,New England and North West,Tamworth,Sub-arterial Road
L1863,SA,Outer Regional Australia,South Australia - South East,Berri Barmera,National or State Highway
L1864,NSW,Remote Australia,New England and North West,Moree Plains,National or State Highway
L1865,VIC,Major Cities of Australia,Melbourne - Inner,Stonnington,Local Road
L1866,NSW,Major Cities of Australia,Sydney - Eastern Suburbs,Sydney,Arterial Road
L1867,NSW,Major Cities of Australia,Capital Region,Queanbeyan-Palerang,National or State Highway
L1868,VIC,Outer Regional Australia,Warrnambool and South West,Glenelg,Local Road
L1869,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Maitland,Sub-arterial Road
L1870,SA,Major Cities of Australia,Adelaide - Central and Hills,Prospect,Collector Road
L1871,QLD,Outer Regional Australia,Central Queensland,Gladstone,Access road
L1872,VIC,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Access road
L1873,VIC,Inner Regional Australia,Geelong,Greater Geelong,Local Road
L1874,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Bellingen,National or State Highway
L1875,VIC,Outer Regional Australia,Hume,Mansfield,National or State Highway
L1876,WA,Inner Regional Australia,Bunbury,Waroona,Local Road
L1877,WA,Outer Regional Australia,Western Australia - Outback (South),Chapman Valley,Arterial Road
L1878,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Access road
L1879,SA,Remote Australia,South Australia - South East,Kingston (SA),Arterial Road
L1880,VIC,Major Cities of Australia,Melbourne - West,Melton,Collector Road
L1881,NSW,Remote Australia,Far West and Orana,Cobar,Sub-arterial Road
L1882,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Goyder,Arterial Road
L1883,QLD,Very Remote Australia,Queensland - Outback,Cook,Access road
L1884,VIC,Inner Regional Australia,Bendigo,Greater Bendigo,Collector Road
L1885,VIC,Outer Regional Australia,North West,Horsham,Local Road
L1886,VIC,Inner Regional Australia,Ballarat,Pyrenees,Sub-arterial Road
L1887,TAS,Outer Regional Australia,Launceston and North East,Launceston,Arterial Road
L1888,NSW,Inner Regional Australia,Murray,Berrigan,Sub-arterial Road
L1889,VIC,Inner Regional Australia,Ballarat,Golden Plains,National or State Highway
L1890,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield,Local Road
L1891,NSW,Outer Regional Australia,Capital Region,Bega Valley,Access road
L1892,NT,Very Remote Australia,Northern Territory - Outback,East Arnhem,Arterial Road
L1893,WA,Inner Regional Australia,Mandurah,Mandurah,Local Road
L1894,TAS,Outer Regional Australia,Launceston and North East,Launceston,Sub-arterial Road
L1895,VIC,Major Cities of Australia,Melbourne - West,Maribyrnong,Sub-arterial Road
L1896,QLD,Inner Regional Australia,Toowoomba,Lockyer Valley,Local Road
L1897,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Arterial Road
L1898,VIC,Major Cities of Australia,Melbourne - Inner East,Boroondara,Collector Road
L1899,VIC,Major Cities of Australia,Melbourne - Inner South,Bayside (Vic.),National or State Highway
L1900,SA,Outer Regional Australia,South Australia - South East,Tatiara,National or State Highway
L1901,NSW,Inner Regional Australia,Central West,Orange,Sub-arterial Road
L1902,NSW,Major Cities of Australia,Sydney - City and Inner South,Inner West,Local Road
L1903,NSW,Major Cities of Australia,Capital Region,Yass Valley,Arterial Road
L1904,VIC,Outer Regional Australia,Bendigo,Loddon,Local Road
L1905,VIC,Major Cities of Australia,Melbourne - Inner,Stonnington,Sub-arterial Road
L1906,NSW,Major Cities of Australia,Sydney - City and Inner South,Randwick,National or State Highway
L1907,WA,Inner Regional Australia,Western Australia - Wheat Belt,Toodyay,Local Road
L1908,NSW,Outer Regional Australia,Central West,Oberon,Sub-arterial Road
L1909,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Hawkesbury,Local Road
L1910,WA,Remote Australia,Western Australia - Outback (South),Greater Geraldton,Local Road
L1911,WA,Inner Regional Australia,Perth - South East,Kalamunda,Arterial Road
L1912,WA,Inner Regional Australia,Western Australia - Wheat Belt,Boddington,National or State Highway
L1913,QLD,Remote Australia,Darling Downs - Maranoa,Maranoa,Sub-arterial Road
L1914,VIC,Inner Regional Australia,Warrnambool and South West,Warrnambool,Access road
L1915,QLD,Remote Australia,Queensland - Outback,Mareeba,Sub-arterial Road
L1916,SA,Inner Regional Australia,Adelaide - North,Light,Arterial Road
L1917,WA,Remote Australia,Western Australia - Outback (South),Northampton,National or State Highway
L1918,NSW,Outer Regional Australia,Riverina,Coolamon,National or State Highway
L1919,NSW,Inner Regional Australia,Capital Region,Upper Lachlan,Local Road
L1920,VIC,Outer Regional Australia,Latrobe - Gippsland,South Gippsland,Local Road
L1921,NSW,Major Cities of Australia,Sydney - Inner South West,Bayside (NSW),Access road
L1922,WA,Very Remote Australia,Western Australia - Outback (North),East Pilbara,Arterial Road
L1923,NSW,Outer Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Sub-arterial Road
L1924,WA,Remote Australia,Western Australia - Wheat Belt,Kondinin,National or State Highway
L1925,VIC,Major Cities of Australia,Melbourne - Outer East,Knox,Collector Road
L1926,WA,Very Remote Australia,Western Australia - Outback (South),Carnarvon,National or State Highway
L1927,NSW,Major Cities of Australia,Sydney - Inner West,Canada Bay,National or State Highway
L1928,WA,Remote Australia,Western Australia - Outback (South),Carnamah,National or State Highway
L1929,TAS,Outer Regional Australia,West and North West,Kentish,Arterial Road
L1930,VIC,Major Cities of Australia,Melbourne - Outer East,Manningham,Local Road
L1931,WA,Outer Regional Australia,Western Australia - Wheat Belt,Kellerberrin,National or State Highway
L1932,SA,Major Cities of Australia,Adelaide - West,West Torrens,Local Road
L1933,WA,Inner Regional Australia,Perth - North East,Kalamunda,Arterial Road
L1934,QLD,Very Remote Australia,Darling Downs - Maranoa,Balonne,Local Road
L1935,QLD,Outer Regional Australia,Townsville,Burdekin,Access road
L1936,NSW,Major Cities of Australia,Sydney - Inner South West,Georges River,National or State Highway
L1937,QLD,Inner Regional Australia,Moreton Bay - North,Moreton Bay,Local Road
L1938,QLD,Very Remote Australia,Queensland - Outback,Barcoo,Sub-arterial Road
L1939,VIC,Outer Regional Australia,Hume,Alpine,Access road
L1940,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys,Arterial Road
L1941,NSW,Remote Australia,Far West and Orana,Unincorporated NSW,Arterial Road
L1942,NT,Remote Australia,Northern Territory - Outback,Alice Springs,Arterial Road
L1943,NSW,Remote Australia,Murray,Murray River,National or State Highway
L1944,NSW,Inner Regional Australia,Capital Region,Hilltops,Sub-arterial Road
L1945,NSW,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,National or State Highway
L1946,TAS,Outer Regional Australia,Launceston and North East,West Tamar,Local Road
L1947,VIC,Major Cities of Australia,Melbourne - Inner,Melbourne,National or State Highway
L1948,NSW,Major Cities of Australia,Sydney - Inner West,Strathfield,National or State Highway
L1949,VIC,Inner Regional Australia,Ballarat,Ararat,National or State Highway
L1950,VIC,Major Cities of Australia,Melbourne - North East,Banyule,Access road
L1951,QLD,Remote Australia,Cairns,Tablelands,Local Road
L1952,WA,Inner Regional Australia,Western Australia - Wheat Belt,Northam,Arterial Road
L1953,NT,Remote Australia,Northern Territory - Outback,Wagait,Sub-arterial Road
L1954,QLD,Very Remote Australia,Queensland - Outback,Weipa,Local Road
L1955,NSW,Inner Regional Australia,Riverina,Snowy Valleys,Arterial Road
L1956,WA,Outer Regional Australia,Western Australia - Wheat Belt,Cunderdin,Local Road
L1957,QLD,Inner Regional Australia,Moreton Bay - North,Somerset,Sub-arterial Road
L1958,NSW,Inner Regional Australia,New England and North West,Uralla,Access road
L1959,QLD,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,Collector Road
L1960,VIC,Inner Regional Australia,Melbourne - West,Wyndham,Arterial Road
L1961,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Sub-arterial Road
L1962,NSW,Very Remote Australia,Far West and Orana,Central Darling,Sub-arterial Road
L1963,NSW,Major Cities of Australia,Sydney - City and Inner South,Sydney,Access road
L1964,QLD,Outer Regional Australia,Townsville,Burdekin,Sub-arterial Road
L1965,SA,Major Cities of Australia,Adelaide - North,Barossa,Collector Road
L1966,VIC,Outer Regional Australia,Ballarat,Pyrenees,Arterial Road
L1967,QLD,Very Remote Australia,Queensland - Outback,Pormpuraaw,Local Road
L1968,WA,Outer Regional Australia,Western Australia - Wheat Belt,Wandering,National or State Highway
L1969,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Mount Remarkable,Sub-arterial Road
L1970,WA,Outer Regional Australia,Western Australia - Wheat Belt,Quairading,Local Road
L1971,VIC,Inner Regional Australia,Ballarat,Ballarat,Collector Road
L1972,SA,Remote Australia,South Australia - South East,Kangaroo Island,Collector Road
L1973,WA,Outer Regional Australia,Western Australia - Wheat Belt,Wongan-Ballidu,Arterial Road
L1974,WA,Very Remote Australia,Western Australia - Outback (North),Karratha,National or State Highway
L1975,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Sub-arterial Road
L1976,NT,Remote Australia,Northern Territory - Outback,Victoria Daly,Arterial Road
L1977,NSW,Very Remote Australia,Far West and Orana,Bourke,Arterial Road
L1978,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Access road
L1979,NSW,Outer Regional Australia,Riverina,Leeton,Arterial Road
L1980,NSW,Outer Regional Australia,Central West,Bathurst,Arterial Road
L1981,SA,Inner Regional Australia,South Australia - South East,Coorong,National or State Highway
L1982,SA,Outer Regional Australia,South Australia - Outback,Whyalla,Collector Road
L1983,WA,Major Cities of Australia,Perth - South West,Fremantle,Arterial Road
L1984,VIC,Inner Regional Australia,Geelong,Surf Coast,National or State Highway
L1985,QLD,Remote Australia,Brisbane - East,Redland,Access road
L1986,TAS,Outer Regional Australia,Launceston and North East,Meander Valley,Arterial Road
L1987,NSW,Major Cities of Australia,Richmond - Tweed,Tweed,Sub-arterial Road
L1988,QLD,Remote Australia,Darling Downs - Maranoa,Western Downs,Local Road
L1989,SA,Major Cities of Australia,Adelaide - Central and Hills,Burnside,Arterial Road
L1990,NSW,Inner Regional Australia,Central West,Blayney,Arterial Road
L1991,NSW,Major Cities of Australia,Sydney - Eastern Suburbs,Sydney,Collector Road
L1992,WA,Outer Regional Australia,Western Australia - Wheat Belt,Kellerberrin,Local Road
L1993,WA,Outer Regional Australia,Western Australia - Wheat Belt,Victoria Plains,National or State Highway
L1994,VIC,Outer Regional Australia,North West,Gannawarra,Arterial Road
L1995,NSW,Inner Regional Australia,Riverina,Cootamundra-Gundagai,Arterial Road
L1996,WA,Outer Regional Australia,Western Australia - Wheat Belt,Moora,Arterial Road
L1997,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Arterial Road
L1998,NSW,Outer Regional Australia,Coffs Harbour - Grafton,Richmond Valley,Arterial Road
L1999,VIC,Outer Regional Australia,North West,Horsham,Arterial Road
L2000,VIC,Inner Regional Australia,Warrnambool and South West,Colac Otway,National or State Highway
L2001,TAS,Inner Regional Australia,Hobart,Derwent Valley,Collector Road
L2002,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,National or State Highway
L2003,VIC,Major Cities of Australia,Melbourne - Inner,Yarra,Local Road
L2004,SA,Outer Regional Australia,South Australia - South East,Coorong,Arterial Road
L2005,TAS,Remote Australia,West and North West,West Coast,Sub-arterial Road
L2006,NSW,Outer Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway
L2007,QLD,Major Cities of Australia,Ipswich,Brisbane,Pedestrian Thoroughfare
L2008,VIC,Outer Regional Australia,Hume,Unincorporated Vic,Arterial Road
L2009,WA,Inner Regional Australia,Bunbury,Augusta Margaret River,National or State Highway
L2010,VIC,Outer Regional Australia,Hume,Alpine,Local Road
L2011,VIC,Inner Regional Australia,Melbourne - West,Melton,Arterial Road
L2012,NSW,Inner Regional Australia,Sydney - Outer West and Blue Mountains,Penrith,Local Road
L2013,NSW,Major Cities of Australia,Sydney - Parramatta,Canterbury-Bankstown,Collector Road
L2014,VIC,Inner Regional Australia,Hume,Greater Shepparton,National or State Highway
L2015,SA,Inner Regional Australia,South Australia - South East,Coorong,Arterial Road
L2016,WA,Major Cities of Australia,Perth - South East,Kalamunda,Local Road
L2017,NT,Very Remote Australia,Northern Territory - Outback,East Arnhem,Access road
L2018,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Maitland,Arterial Road
L2019,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Dungog,Arterial Road
L2020,NT,Remote Australia,Northern Territory - Outback,Alice Springs,Local Road
L2021,WA,Outer Regional Australia,Western Australia - Wheat Belt,Chittering,Arterial Road
L2022,TAS,Inner Regional Australia,Hobart,Kingborough,National or State Highway
L2023,NSW,Remote Australia,Far West and Orana,Bogan,Arterial Road
L2024,VIC,Inner Regional Australia,Melbourne - North East,Whittlesea,Local Road
L2025,QLD,Inner Regional Australia,Logan - Beaudesert,Logan,Collector Road
L2026,NSW,Outer Regional Australia,Riverina,Murrumbidgee,Arterial Road
L2027,NSW,Outer Regional Australia,Mid North Coast,Port Macquarie-Hastings,Sub-arterial Road
L2028,WA,Major Cities of Australia,Perth - South East,South Perth,Local Road
L2029,QLD,Remote Australia,Townsville,Palm Island,Local Road
L2030,WA,Very Remote Australia,Western Australia - Outback (North),Broome,National or State Highway
L2031,VIC,Major Cities of Australia,Melbourne - Outer East,Manningham,Arterial Road
L2032,VIC,Outer Regional Australia,Warrnambool and South West,Moyne,Sub-arterial Road
L2033,VIC,Major Cities of Australia,Melbourne - Inner South,Stonnington,Collector Road
L2034,NSW,Outer Regional Australia,Riverina,Leeton,Sub-arterial Road
L2035,VIC,Outer Regional Australia,Warrnambool and South West,Corangamite,Local Road
L2036,TAS,Inner Regional Australia,Launceston and North East,Meander Valley,Arterial Road
L2037,WA,Remote Australia,Western Australia - Outback (South),Perenjori,Arterial Road
L2038,NSW,Outer Regional Australia,Murray,Edward River,National or State Highway
L2039,VIC,Outer Regional Australia,North West,Ararat,Arterial Road
L2040,SA,Very Remote Australia,South Australia - Outback,Streaky Bay,Arterial Road
L2041,NSW,Inner Regional Australia,Sydney - Sutherland,Sutherland,Sub-arterial Road
L2042,WA,Inner Regional Australia,Western Australia - Wheat Belt,York,Local Road
L2043,VIC,Major Cities of Australia,Melbourne - Inner South,Monash,Local Road
L2044,VIC,Major Cities of Australia,Melbourne - Inner East,Whitehorse,Arterial Road
L2045,NSW,Outer Regional Australia,Central West,Parkes,Local Road
L2046,SA,Major Cities of Australia,Adelaide - Central and Hills,Burnside,Sub-arterial Road
L2047,NT,Very Remote Australia,Northern Territory - Outback,West Daly,Access road
L2048,NSW,Outer Regional Australia,Far West and Orana,Warrumbungle,Access road
L2049,WA,Inner Regional Australia,Bunbury,Capel,Arterial Road
L2050,WA,Major Cities of Australia,Perth - Inner,Mosman Park,National or State Highway
L2051,SA,Inner Regional Australia,Adelaide - North,Playford,National or State Highway
L2052,TAS,Outer Regional Australia,West and North West,Central Coast (Tas.),Collector Road
L2053,SA,Outer Regional Australia,South Australia - South East,Loxton Waikerie,Access road
L2054,QLD,Very Remote Australia,Queensland - Outback,Murweh,National or State Highway
L2055,VIC,Inner Regional Australia,Shepparton,Campaspe,Collector Road
L2056,VIC,Major Cities of Australia,Melbourne - Inner South,Kingston (Vic.),Collector Road
L2057,NSW,Very Remote Australia,Far West and Orana,Unincorporated NSW,Sub-arterial Road
L2058,NSW,Outer Regional Australia,Central West,Bland,Arterial Road
L2059,NSW,Remote Australia,Murray,Wentworth,Local Road
L2060,VIC,Major Cities of Australia,Melbourne - South East,Greater Dandenong,Sub-arterial Road
L2061,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Singleton,Local Road
L2062,NSW,Inner Regional Australia,Richmond - Tweed,Tweed,Access road
L2063,QLD,Very Remote Australia,Queensland - Outback,Carpentaria,Sub-arterial Road
